SMILES,Experiment,DFT,Solvent
CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,288.7,550,NaN
OC(=O)[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O,283.5,343,NaN
OC(=O)C=Cc1ccc(c(c1)O)O,277.8,324.5,NaN
OC(=O)C(C(C(=O)C=Cc1ccc(cc1)O)(C(=O)O)O)O,287.4,314.9,NaN
O=C(O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,278,329,NaN
c1ccc(cc1)c1nc(nnc1c1ccccc1)c1ccc(cc1)c1nnc(c(n1)c1ccccc1)c1ccccc1,398.8,276,NaN
c1ccc2c(c1)oc(n2)c1ccc(cc1)c1nc2c([nH]1)c1ccccc1c1c2cccc1,324.7,376,NaN
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(cc1)c1nc2c(o1)cccc2,317.5,357,NaN
c1ccc(cc1)C=Cc1nc2c([nH]1)c1ccccc1c1c2cccc1,313.1,367,NaN
Nc1ccc(cc1)C(=O)c1ccccc1,298.6,0,NaN
O,NaN,330,NaN
CC(=O)CC(c1c(O)oc2c(c1=O)cccc2)c1ccccc1,277.7,254,NaN
O=C1OC(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,351.6,403,NaN
O=C1NC(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,356.6,390,NaN
O=C1N(C)C(=O)C(=C1c1c(C)sc2c1cccc2)c1c(C)sc2c1cccc2,362.8,397,NaN
Cc1sc2c(c1C1=C(C(=O)NC1=O)c1c(C)sc3c1cccc3)cccc2,356.8,403,NaN
O=C1C(=C(C(=O)N1C)c1c(C)sc2c1cccc2)c1c(C)[nH]c2c1cccc2,375.4,447,NaN
CCCn1c(C)c(c2c1cccc2)C1=C(C(=O)N(C1=O)C)c1c(C)sc2c1cccc2,382.8,454,NaN
COc1ccc2c(c1)ccc(c2)C=Cc1ccnc(n1)c1ccccc1,313.3,351,NaN
CN(c1ccc2c(c1)[s+]c1c(n2)ccc(c1)N(C)C)C.[Cl-],NaN,365,NaN
CCCCCCCCCCCCCCCCCC(=O)O,NaN,254,NaN
SC[C@H](C(=O)NCC(=O)O)Cc1ccccc1,231.6,365,NaN
CCCCO,NaN,425,Butanol
C(CCn1c(=O)c2c(c1c1cccs1)c(=O)n(c2c1cccs1)C(C)CC)CC,419.5,549,NaN
Cn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)OC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C,466.9,605,NaN
C(CCn1c(=O)c2c(c1c1ccc(s1)c1ccc(cc1)OC)c(=O)n(c2c1ccc(s1)c1ccc(cc1)OC)C(C)CC)CC,446.8,568,NaN
C1CCCNC1,NaN,123,NaN
Nc1nc(=O)c2c([nH]1)n(C(P(=O)(O)O)(F)F)cn2,249.7,397,CH 2 Cl
O=c1ccc2c([nH]1)cccc2,285.4,437,NaN
c1ccc(cc1)c1ccc2c(c1)cc1c(c2)cccc1,359.6,317,NaN
CC1(C)c2cc3cc4ccccc4cc3cc2c2c1cccc2,363.3,338,NaN
c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1o2,377.8,352,NaN
c1ccc2c(c1)cc1c(c2)cc2c(c1)c1ccccc1s2,388.3,344,NaN
CCCc1ccc2c(c1)c1cc3cc4ccccc4cc3cc1n2CC,403.3,360,NaN
CCOC(=O)c1ccn2c(c1)nc1c2cccc1,341.4,248,dichloromethane
CCOC(=O)c1cc2nc3c(n2cc1C)cccc3,346.6,253,dichloromethane
CCOC(=O)c1ccn2c(c1C)nc1c2cccc1,335.5,250,dichloromethane
CCOC(=O)c1c(C)cn2c(c1C)nc1c2cccc1,327.6,250,dichloromethane
CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cccc1,337.5,256,dichloromethane
CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cccc1,329.3,253,dichloromethane
CCOC(=O)c1ccn2c(c1C)nc1c2cc(c(c1)C)C,337.6,252,dichloromethane
CCOC(=O)c1c(C)cn2c(c1C)nc1c2cc(c(c1)C)C,327.8,251,dichloromethane
CCOC(=O)c1ccn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,339.1,228,dichloromethane
CCOC(=O)c1c(C)cn2c(c1c1ccccc1)nc1c2cc(c(c1)C)C,331.5,258,dichloromethane
[H],NaN,477,chloroform
Nc1ccc2c(c1)[n+](C)c1c(c2)ccc(c1)N.[Cl-],NaN,365,NaN
Fc1c[nH]c(=O)[nH]c1=O,235.2,269,NaN
CN([C@@H]1C(=O)C(=C(O)N)C(=O)[C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)C,NaN,369,NaN
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O,363.6,267,NaN
c1ccc2c(c1)Cc1c2c2Cc3c(c2c2c1c1ccccc1C2)cccc3,278.7,298,N
CCN(c1ccc2c(c1)oc(=O)c(c2)c1nc2c(s1)cccc2)CC,344.4,0,acetonitrile
N#CCc1ccccc1,230.4,254,NaN
O=C1c2ccccc2C(=O)c2c1ccc(c2O)O,350.3,429,NaN
Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O,385.3,482,NaN
CCOc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,351.2,425,NaN
Oc1c(OCc2ccccc2)ccc2c1C(=O)c1ccccc1C2=O,350.6,423,NaN
O=C1c2c(OCc3ccccc3)c(OCc3ccccc3)ccc2C(=O)c2c1cccc2,360.8,375,NaN
COC(=O)CCCOc1ccc2c(c1O)C(=O)c1c(C2=O)cccc1,348.6,424,NaN
Oc1c(OCc2ccccc2)cc(c2c1C(=O)c1ccccc1C2=O)O,391.7,480,NaN
O=C1c2c(OCc3ccccc3)c(OCc3ccccc3)cc(c2C(=O)c2c1cccc2)O,367.6,429,NaN
COC(=O)CCCOc1cc(O)c2c(c1O)C(=O)c1c(C2=O)cccc1,388.9,480,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ccnc2N,254.9,1162.790698,NaN
O=C(Nc1cccc2c1cc1ccccc1c2)Nc1ccccc1,363.9,476,NaN
O=C(Nc1ccc2c(c1)cc1c(c2)cccc1)Nc1ccccc1,360,449,NaN
OCCNc1cccc2c1cccc2,297,0,NaN
c1ccc(cc1)c1[nH]c(nc1c1ccccc1)c1ccc(s1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,348.7,385,MeCN
Cn1c(nc(c1c1ccccc1)c1ccccc1)c1ccc(s1)c1nc(c(n1C)c1ccccc1)c1ccccc1,325.2,365,MeCN
c1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1,281.3,312,MeCN
CCN(S(=O)(=O)c1ccc(cc1[N+](=O)[O-])Cl)c1ccccc1,312.1,254,NaN
OC(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,338.1,323,Toluene
OCc1ccc2c3c1ccc1c3c(cc2)ccc1,331.9,316,Toluene
c1cccnc1,NaN,296,Toluene
CCNN=C(C)C,NaN,100,NaN
CCOC(=O)c1ccccc1C(=O)OCC,246.8,100,NaN
Clc1ccc(c(c1)Cl)N,267.7,100,NaN
Nc1ccc(c(c1)Cl)Br,270.3,100,NaN
O=C1C=CC(=O)N1,NaN,100,NaN
C1=CC=CC=CC=C1,NaN,100,NaN
COc1ccc(cc1C(C)(C)C)O.COc1ccc(c(c1)C(C)(C)C)O,NaN,100,NaN
CC(c1cccc(c1O)C(C)(C)C)(C)C,243.5,100,NaN
Cc1cccc2c1c(C)c1c(n2)c2ccccc2cc1,341.4,100,NaN
OC(=O)c1cscc1,230.3,100,NaN
C[Si](C(C)(C)C)(O)C,NaN,100,NaN
OC(=O)CC[C@@H](C(=O)O)NCc1c(cnc(c1O)C)COP(=O)(O)O,246.7,591,NaN
N#CC(=C1C=C(C=Cc2ccc(cc2)N(C)C)OC(=C1)C=Cc1ccc(cc1)N(C)C)C(=O)O,364.7,459,NaN
N#CC(=C1C=C(C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)OC(=C1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,376,460,NaN
O=C(c1ccc2c(c1)c(=O)c1c(o2)cccc1)c1ccccc1,301.8,315,MeCN
COc1ccc(c(c1)O)C=Nc1ccccc1,295.4,365,NaN
C(COc1cc(C=Cc2ccc(cc2)N(C)C)c(cc1C=Cc1ccc(cc1)N(C)C)OCC(C)CC)CC,362.5,419,NaN
C(COc1cc(C=Cc2ccc(cc2)OC)c(cc1C=Cc1ccc(cc1)OC)OCC(C)CC)CC,351.3,394,NaN
C(COc1cc(C=Cc2ccc(cc2)C)c(cc1C=Cc1ccc(cc1)C)OCC(C)CC)CC,347.4,391,NaN
C(COc1cc(C=Cc2ccc(cc2)Cl)c(cc1C=Cc1ccc(cc1)Cl)OCC(C)CC)CC,364.7,396,NaN
C(COc1cc(C=Cc2ccc(cc2)C#N)c(cc1C=Cc1ccc(cc1)C#N)OCC(C)CC)CC,359.5,415,NaN
C(COc1cc(C=Cc2ccc(cc2)[N+](=O)[O-])c(cc1C=Cc1ccc(cc1)[N+](=O)[O-])OCC(C)CC)CC,389.6,444,NaN
Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C,256.3,278,NaN
Cn1cnc2c1c(=O)n(c(=O)[nH]2)C,242.9,0,NaN
CN(c1c(C)n(n(c1=O)c1ccccc1)C)CS(=O)(=O)[O-].O.[Na+],NaN,100,NaN
Clc1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C,248.2,1383,NaN
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,239.5,385,NaN
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,NaN,1682,NaN
Cc1ccc(c(c1)OC(C(=O)O)(C)C)C,241.1,830,NaN
CC(Cc1ccc(cc1)C(C(=O)O)C)C,236.1,1214,NaN
COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,289.9,252,NaN
OCCn1c(C)ncc1[N+](=O)[O-],NaN,720,NaN
OC(=O)C(Oc1ccc(cc1)Cl)(C)C,244.3,601,NaN
CNC(=C[N+](=O)[O-])NCCSCc1ccc(o1)CN(C)C,295.5,299,NaN
COc1cc(Cc2cnc(nc2N)N)cc(c1OC)OC,246.2,1536,NaN
Fc1cc2c(cc1N1CCNCC1)n(cc(c2=O)C(=O)O)C1CC1,290.9,105,NaN
OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,248.3,1345,NaN
OC(COc1cccc2c1cccc2)CNC(C)C,294.4,1082,NaN
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,261.4,113,NaN
Cn1cnc2c1c(=O)n(C)c(=O)n2C,247.2,0,NaN
NC(=O)N1c2ccccc2C=Cc2c1cccc2,288.9,1378,NaN
COC1=CC=CC(=CC1)c1ccc(cc1)N(C)C,272.3,0,NaN
c1ccc2c(c1)Cc1c2cccc1,263.2,375,NaN
CN=Cc1cccs1,269.4,253,NaN
CN=Cc1ccc2c(c1)Cc1c2cccc1,282.6,305,NaN
C1(C)c2cc(C=NC)ccc2c2c1cc(C=NC)cc2,300.4,306,NaN
c1ccc(cc1)CN=Cc1ccc2c(c1)Cc1c2cccc1,284.2,307,NaN
CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,291.2,273,NaN
FC1(F)C(F)(F)C(=C(C1(F)F)c1cc(sc1C#Cc1ccccc1)c1ccccc1)c1cc(sc1C#Cc1ccccc1)c1ccccc1,335.9,308,NaN
Cc1ccc(cc1)c1cc(c(s1)C#Cc1ccccc1)C1=C(c2cc(sc2C#Cc2ccccc2)c2ccc(cc2)C)C(C(C1(F)F)(F)F)(F)F,339.7,312,NaN
O=C(c1ccccc1)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,305.5,251,chloroform
Clc1ccc(cc1)C(=O)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,306.7,256,chloroform
CN(CCC=C1c2ccccc2Sc2c1cc(Cl)cc2)C,280.7,620,NaN
[O-]C(=O)[O-],NaN,100,NaN
CN(c1ccc(cc1)C=Cc1ccc(c(c1)O)[N+](=O)[O-])C,347.1,462,Cyclohexane
c1ccc(cc1)C=Cc1ccccc1,274.3,412,THF
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],NaN,406,NaN
OCCOc1ccc(cc1)C(CC(C)(C)C)(C)C,249.2,405,NaN
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],NaN,401,NaN
CCN1c2cc(sc2C(C21C=Cc1c(O2)ccc(c1)[N+](=O)[O-])(C)C)C,312.5,613,Toluene
COC(=O)c1c(C)sc2c1N(C)C1(C2(C)C)C=Cc2c(O1)ccc1c2cccc1,325.4,564,Toluene
Cc1ccc(cc1)OP(=O)(Oc1ccc(cc1)C)Oc1ccc(cc1)C,233.3,414,NaN
c1ccc(cc1)N(c1ccccc1)c1ccccc1,286.4,300,NaN
Cc1cc2nc3c(nc2cc1C)[nH]c(=O)[nH]c3=O,326.5,348,NaN
Cc1nc2csc(c2nc1C)[Si](C)(C)C,337,350,NaN
Cc1nc2c(sc(c2nc1C)c1cccs1)c1cccs1,455.9,505,NaN
Cc1nc2c(nc1C)c(sc2[Si](C)(C)C)c1ccc(s1)c1sc(c2c1nc(C)c(n2)C)[Si](C)(C)C,460.7,527,NaN
Cc1nc2c(nc1C)c(sc2c1scc2c1OCCO2)c1scc2c1OCCO2,437.6,537,NaN
Cc1nc2c(nc1C)c(sc2[Si](C)(C)C)c1sc(c2c1OCCO2)c1sc(c2c1nc(C)c(n2)C)[Si](C)(C)C,431.9,548,NaN
OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,259.4,930,NaN
Nc1ccc2c(c1)c(c1ccccc1)[n+](c1c2ccc(c1)N)C,NaN,478,Water
[n-]1cccn1,NaN,700,Water
N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,362.9,583,THF
N#CC(=Cc1cccc(c1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,336.7,418.1,THF
N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C#N,354.7,626.4,THF
N#CC(=Cc1ccc(s1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C#N,389.1,632.3,THF
O=C1NC(Nc2c1cccc2)c1ccccn1,282.7,340,chloroform
O=C1NC(Nc2c1cccc2)c1cccnc1,284.3,332.2,chloroform
O=C1NC(Nc2c1cccc2)c1ccncc1,282.5,340,chloroform
Cc1ccc(o1)C1NC(=O)c2c(N1)cccc2,279.9,329.8,chloroform
Oc1ccc(c(c1)O)[C@@H]1COc2c(C1)ccc1c2C=CC(O1)(C)C,286.8,0,NaN
[Cu],NaN,485,chloroform
C1CCN(C1)c1ccc(cc1)C=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,319.8,NaN,DMF
CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)Nc1cnc2c(c1)c(OC)n[nH]2)F,289.4,254,NaN
O=C1N=C(OC1c1ccccc1)N,243.2,351,NaN
CSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc2c1ncnc2N,254,450,acetone
CC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)O,251.4,419,NaN
[SiH2]=[Mo]=[SiH2],NaN,448,acetone
CN1C[C@@H]2C[C@H](C1)[C@@]13N(C2)C(=O)[C@@H](C=C1)[C@@H]1[C@H]3C(=O)N(C1=O)c1ccccc1,232.6,254,NaN
OC(=O)C(=O)O,NaN,605,NaN
O=c1ccoc(c1O)C,256.5,445,NaN
OCc1occ(c(=O)c1)O,260.6,425,NaN
CC(=O)CC(c1ccc(cc1)[N+](=O)[O-])O,315.5,254,NaN
OC(c1ccc(cc1)C#N)CC(=O)C,257.1,254,NaN
OC(c1ccc(cc1)Br)CC(=O)C,257.5,262,NaN
OC(c1ccc(cc1)Cl)CC(=O)C,257.3,254,NaN
OC(c1ccccc1)CC(=O)C,257.7,257,NaN
CC(=O)CC(c1cccc2c1cccc2)O,291.4,243,NaN
CC(=O)CC(c1ccc2c(c1)cccc2)O,283.6,254,NaN
[SiH4],NaN,334,NaN
[O-]C(=O)C[S+](C)C,NaN,432,water
[Mo],NaN,NaN,Ethanol
[N-]=[N+]=CC(=O)OCc1cccc(c1)SSc1ccccn1,350.3,295,NaN
[N-]=[N+]=CC(=O)OCc1ccc(cc1)SSc1ccccn1,347.7,295,NaN
COC(=O)C1=C(SC(=C(c2ccccn2)c2ccccn2)S1)C(=O)OC,348.2,306,NaN
Nc1ccc(cc1N)c1ccc(c(c1)N)N.[Cl-].[Cl-].[Cl-].[Cl-].[H+].[H+].[H+].[H+],NaN,475,NaN
NC(=O)[C@H](Cc1cc(NNc2ccccn2)c(cc1O)O)N,262.4,435,NaN
COc1cc(ccc1OC)C(=C(Br)Br)c1ccc(c(c1)OC)OC,265.6,500,NaN
C1CCC(CC1)n1nnc(c1)c1ccccn1,246.5,282,NaN
FC(c1ccccc1n1nnc(c1)c1ccccn1)(F)F,247.2,281,NaN
Cc1ccc(cc1)n1nnc(c1)c1ccccn1,253.7,287,NaN
SCc1ccccc1n1nnc(c1)c1ccccn1,248,282,NaN
OCC(=O)CCc1ccc(cc1)[N+](=O)[O-],315.4,262,NaN
OCC(=O)CCc1ccccc1[N+](=O)[O-],320,262,NaN
OCC(=O)CCc1cccc(c1)[N+](=O)[O-],317,262,NaN
[O-][N+](=O)c1cc(CCC(=O)CO)c(cc1)Cl,NaN,262,NaN
OC[C@H]1O[C@@H](Oc2cc3C[C@H](N(c3cc2O)C=CC2=CC(=[NH+][C@@H](C2)C(=O)O)C(=O)O)C(=O)[O-])[C@@H]([C@H]([C@@H]1O)O)O,415.8,538,NaN
O=CC=C1C[C@H](NC(=C1)C(=O)O)C(=O)O,NaN,410,NaN
OC[C@H]1O[C@@H](Oc2cc3C[C@H](N(c3cc2O)C=CC2=CC(=[NH+][C@H](C2)C(=O)O)C(=O)O)C(=O)[O-])[C@@H]([C@H]([C@@H]1O)O)O,351.8,538,NaN
Cc1ccc(cc1)Nc1ccc2c(c1)ccc(c2)S(=O)(=O)[O-].[K+],NaN,381,NaN
[Ac],NaN,362,NaN
CC(=O)Nc1ccccc1,242.6,381,NaN
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc2c3c1ncnc3n(nc2N)C,304.9,378,NaN
Cc1ccc(s1)c1ccc(s1)Br,301.9,942,chloroform
O=Cc1ccc2c(c1)[nH]nc2,309.1,282,NaN
Cc1nc[nH]c1C=O,289,270,NaN
O=Cc1c(O)ccc2c1cccc2,303.9,420,NaN
Oc1cccc2c1nc1c(c2)COc2c1cccc2,322,215,NaN
Fc1cc(O)c2c(c1)cc1c(n2)c2ccccc2OC1,319,220,NaN
Clc1cc(O)c2c(c1)cc1c(n2)c2ccccc2OC1,321.5,220,NaN
Brc1ccc2c(c1)c1nc3c(O)cccc3cc1CO2,325.5,215,NaN
Brc1ccc2c(c1)c1nc3c(O)cc(cc3cc1CO2)F,327.5,220,NaN
Oc1cccc2c1nc1c(c2)CCOc2c1cccc2,310.7,215,NaN
Fc1cc(O)c2c(c1)cc1c(n2)c2ccccc2OCC1,305.5,220,NaN
O=c1[nH]c(=O)c2c3c1cccc3ccc2,306.6,360,NaN
Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,230.8,1601,NaN
O(CC1CC1)CCc1ccc(cc1)OC[C@H]1OC1,245.9,225,NaN
CCOC(=O)c1ccc(cc1)NC(=O)CN(C)C,258.5,463,NaN
CCOC(=O)c1ccc(cc1)NC(=O)CCN(C)C.[Cl-].[H+],NaN,456,NaN
CC(=CC=CC=C(C=CC=C(C=C=C1C(C)(C)C[C@@H](C[C@@]1(C)O)O)C)C)C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C,NaN,414,NaN
CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C(=O)CCC1(C)C)C)C)C=CC=C(C=CC1=C(C)C(=O)CCC1(C)C)C,NaN,474,NaN
CC(=CC=CC=C(C=CC=C(C(=O)C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C=C1C(C)(C)C[C@@H](C[C@@]1(C)O)OC(=O)C)C,NaN,452,NaN
CC(=CC=CC=C(C=CC=C(C#CC1=C(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C,NaN,421,NaN
CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C(=O)CCC1(C)C)C)C)C=CC=C(C=CC1=C(C)CCCC1(C)C)C,NaN,466,NaN
CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C[C@H]1C(=C[C@@H](CC1(C)C)O)C)C,NaN,418,NaN
CC(=CC=CC=C(C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C)C)C=CC=C(C=C[C@]12O[C@]2(C)C[C@H](CC1(C)C)O)C,NaN,416,NaN
O[C@@H]1CC(=C(C(C1)(C)C)C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)C[C@H](CC1(C)C)O)C)C)C)C)C,NaN,422,NaN
O=C1C=CC(=CC2=c3[nH]c4c(c3=C(C2=O)C2=c3c(=C(C2=O)C=C2C=CC(=O)C=C2)[nH]c2c3cccc2)cccc4)C=C1,782,388,NaN
Cc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(=O)N1[C@H](C)COc2c1cccc2,253.2,254,NaN
CS(=O)(=O)n1c2ccccc2c2c1cccc2,266.1,254,NaN
CCOP(=O)(C(=C)c1ccccc1)OCC,239,254,NaN
CCOP(=O)(C(=C)c1cccc2c1cccc2)OCC,290.6,254,NaN
CCOP(=O)(C(=C)c1ccc2c(c1)cccc2)OCC,289.1,254,NaN
Oc1ccccc1,239.6,324,NaN
CC(=O)Oc1ccc2c(c1)c1ccccc1o2,265.7,284,NaN
CC(=O)c1cc2oc3c(c2cc1O)cccc3,319.8,365,NaN
Oc1ccc2c(c1)c1cc(ccc1o2)C(=O)C,287.5,326,NaN
CC(=O)c1c(O)ccc2c1c1ccccc1o2,319.7,302,NaN
CC(=O)Oc1ccc2c(c1)c1cc(ccc1o2)C(=O)C,288.2,292,NaN
OC(COc1ccc(cc1)COCCOC(C)C)CNC(C)C,245.6,770,NaN
OS(=O)(=O)c1ccccc1.NCCOCC1=C(C(=O)OCC)C(C(=C(N1)C)C(=O)OC)c1ccccc1Cl,NaN,610,NaN
NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@H](C(=O)O)CCc1ccccc1.O.O,NaN,481,NaN
O[C@H]([C@H](C(=O)O)O)C(=O)O.COCCc1ccc(cc1)OCC(CNC(C)C)O.COCCc1ccc(cc1)OCC(CNC(C)C)O,NaN,675,NaN
COC(=O)C1=C(C)NC(=C(C1c1ccccc1[N+](=O)[O-])C(=O)OC)C,323.7,685,NaN
OC(=O)C=CC(=O)O.OC(=O)C=CC(=O)O.OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,NaN,520,NaN
CC(=O)Oc1sc2c(c1)CN(CC2)C(c1ccccc1F)C(=O)C1CC1,266.7,418,NaN
CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)C)CCc1ccccc1,232.6,523,NaN
COc1ccc(cc1OC)CCN(CCCC(c1ccc(c(c1)OC)OC)(C(C)C)C#N)C.[Cl-].[H+],NaN,420,NaN
Cc1ccccc1,231.5,336,toluene
COC(=O)C1=C(SC(=c2ccc3=C4C=CC(OC4C=Cc3c2)(c2ccccc2)c2ccccc2)S1)C(=O)OC,419.6,327,toluene
C1=Cc2c(OC1)ccc1c2cccc1,325.8,345,toluene
OCCc1ccc(cc1)OC[C@@H]1CO1,246.7,225,NaN
CCc1c(C)cnc2c1C(=O)c1c(C2=O)ncc(c1CC)C,365.2,254,NaN
CC(=O)C[C@H](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])O,318.3,210,NaN
N#Cc1cccc(c1)[C@@H](CC(=O)C)O,256.8,210,NaN
NC[C@@](C(=O)O)(Cc1ccccc1)C,233.6,254,NaN
NCCNCCc1ccccc1,232.7,254,NaN
O=CC1=C(C#CC(O)(C)C)c2c(OC1)cccc2,NaN,210,NaN
OCCC#CC1=C(C=O)COc2c1cccc2,338.7,210,NaN
OC#CC1=C(C=O)COc2c1cccc2,334.1,210,NaN
O=CC1=C(C#CC(O)C)c2c(OC1)cccc2,NaN,210,NaN
O=CC1=C(C#CC2(O)CCCCC2)c2c(OC1)cccc2,NaN,210,NaN
ClC#CC1=C(C=O)COc2c1cccc2,340.7,210,NaN
C#CC1=C(C=O)COc2c1cccc2,341.3,210,NaN
C#CC1=C(C=O)COc2c1cccc2,341.1,210,NaN
O=CC1=C(C#Cc2ccccc2)c2c(OC1)cccc2,340.1,210,NaN
C#CC1=C(C=O)CCOc2c1cccc2,331.9,210,NaN
ON=C1CC[C@H]2C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C#C)OC(=O)C)CC,NaN,753,NaN
Clc1cccc(c1C)n1c(C)nc2c(c1=O)cccc2,266.2,814,NaN
O=c1cc(C)c2c(o1)c1CCCN3c1c(c2)CCC3,302,923,NaN
Clc1ccnc2c1ccn2S(=O)(=O)c1ccccc1,259.4,220,NaN
OCCC#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl,278.2,220,NaN
CC(C#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl)O,277.9,220,NaN
Clc1ccnc2c1cc(n2S(=O)(=O)c1ccccc1)C#CC(O)(C)C,277.6,220,NaN
OC#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl,277,220,NaN
CC(CC#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl)O,278.8,220,NaN
Clc1ccnc2c1cc(n2S(=O)(=O)c1ccccc1)C#Cc1ccccc1,302.7,220,NaN
Cc1ccc(cc1)C#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl,305.1,220,NaN
Nc1cccc(c1)C#Cc1cc2c(n1S(=O)(=O)c1ccccc1)nccc2Cl,304.3,220,NaN
O=S(=O)(n1c(C#Cc2ccccc2)cc2c1nccc2c1ccccc1)c1ccccc1,310.7,220,NaN
[Ag],NaN,1800,NaN
CCOC(=O)Cc1cc2c([nH]1)cccc2,261.7,289,NaN
C#CCOC(=O)Cc1cc2c([nH]1)cccc2,260.8,289,NaN
O=C1OCCN1C(=O)Cc1cc2c([nH]1)cccc2,262.3,289,NaN
O=C1CCCN1C(=O)Cc1cc2c([nH]1)cccc2,265.4,289,NaN
